id;name;thread; go_to
1458;Go to 6-14;"Глава 16 ""Больница"" Направляемся на склад в подвал с Лизой";
1459;Page 1 (Hospital basement);Осветив себе путь фонариком, мы с Лизой спустились вниз и направились к складу в подвале. Мы вошли в потайную комнату в задней части склада и открыли тяжелую железную решетку в центре. Лиза вошла первой, а я за ней.;
1460;Page 2;«Холодно…» — бормочет себе под нос Лиза. Казалось, что мы заблудились в огромном холодильнике. Я не мог представить, что здесь может жить человек. Я снова подумал об этом.;
1461;Page 3;"Если Шерил держат здесь... Мое тело дрожит Глава 16 ""Больница"" Металлическая дверь";
1462;Page 4;Наконец мы дошли до конца коридора. Перед нами возвышается солидная на вид металлическая дверь. — Дальше этого я никогда не заходила, — голос Лизы дрожал, когда она говорила.;
1463;Page 5;Мы с Лизой посмотрели друг на друга и слегка кивнули, затем я взялась за ручку двери. Кожа на моей ладони так обморозилась от холодного металла, что я подумала, что моя рука вот-вот прилипнет к ручке. Лиза сделал шаг назад. Я посмотрел на дверь, переложил весь свой вес на руки и одним рывком открыл дверь.;
1464;Page 6 (Black);"Дверь со стуком открылась.За ней растянулся проход, ничем не отличающийся от того, которым мы только что прошли Глава 16 ""Больница"" Полная тьма";
1465;Page 7 (Hospital basement);Там совершенно кромешная тьма, и без моего фонарика, кажется, было бы совершенно невозможно двигаться вперед. Я не могу понять, почему кто-то сделал это пространство так глубоко в подвале больницы.;
1466;Page 8;«Смотрите!» — сказала Лиза.;
1467;Page 9;«Лиза…? Что случилось?» «Подожди, Гарри… На стене что-то нарисовано».;
1468;Page 10 (Red Mark of Samael);Я остановился и посветил фонариком на стену, на которую указывала Лиза. — Э… это… Там был нарисован знакомый герб. — Это… это что-то значит?;
1469;Page 11;"""Лиза... так как вы не выходили из больницы, вы не знаете, но эти гербы были нарисованы по всему городу... Разве вы не видели его раньше?""";
1470;Page 12;Лиза выглядела удивленной и пробормотала: «…Нет…» Этот герб тоже был нарисован на полу. При ближайшем рассмотрении я обнаружил, что знак был нанесен в разных местах по всему проходу.;
1471;Page 13;"Метка Самаэля... Я помню, так ее назвала Далия. И тут мое тело задрожало..."" Алесса... Алесса здесь? В этом районе...""Глава 16 ""Больница"" ""Теперь Глава 16 ""Больница"" Что ты только что сказал...";
1472;Page 14;"""Э"" На мгновение мы посмотрели друг на друга в слабом свете, который освещал тьму. ""Что... что ты только что сказал?"" ""Я спросил, Алесса здесь?"" Лицо Лизы внезапно исказилось от гнева.";
1473;Page 15;"""Почему ты знаешь о ней? Никто не должен был тебе говорить!"" Я был выведен из равновесия внезапным гневом Лизы. ""Я видел ее несколько раз, прежде чем встретил тебя. и дочь?""";
1474;Page 16;"Лиза опустила глаза, и ее плечи тряслись от гнева. Я понятия не имел, почему. ""...Что, черт возьми, что с тобой не так?"" ""Я... больше никому не могу доверять...""";
1475;Page 17;«Лиза...?» «Я сделал только то, что мне сказали. Как истинно верующий, послушный писанию, я продолжал, даже несмотря на то, что потерял все».;
1476;Page 18;«О чем ты говоришь?» «Однако, после всего этого... Бога не существует. Есть только уродливые люди, которыми правит желание!» — сказала Лиза, а затем с силой ударила в стену.;
1477;Page 19;"«Значит, ты что-то знаешь. Не подскажешь, Лиза?» Лиза слегка улыбается, а затем на ее лице появляется жуткое выражение. «Ты тоже… Ты такая же, как они, не так ли?» что ты все знаешь... Даже теперь...""";
1478;Go to 10-15;"Глава 16 ""Подвал больницы""Лиза, отношение которой внезапно изменилось";
1479;Page 1 (Red Mark of Samael);""".........""A ) ""Кто такие ""они""!?""";
1480;Go to 16-16;Б) Покажите ей дневник Алессы.;
1481;Go to 16-17;"Глава 16 «Подвал больницы» 16-16 Кто они? (Лиза опирается на стену) Глава 16 ""Больничный подвал"" Кто ""они""?";
1482;Page 1 (Red Mark of Samael);— Лиза? момент, когда я прибыл в Сайлент Хилл.;
1483;Page 2;"Однако моя дочь Шерил пропала. В поисках ее я связался с Кауфманном, Далией, а затем с Алессой. Я уже все это вам рассказал. Я ничего не знаю, кроме этого... правда.""";
1484;Go to 16-18;"Глава 16 ""Подвал больницы""Покажите ей дневник Алессы";
1485;Page 1 (Red Mark of Samael);"""Вот, посмотри на это."" Лиза подозрительно выхватывает его.";
1486;Page 2;"""15 апреля""";
1487;Page 3;С сегодняшнего дня это будет мой новый дневник. Лиза тайно подарила мне его. А это значит, что скоро я смогу снять повязки.;
1488;Page 4;Птица села на ветку дерева за моим окном. Я некоторое время смотрел на нее. Увидев эти красивые цвета, я снова подумал, что, должно быть, это весна.;
1489;Page 5;Хотел бы я играть на улице, как другие дети...;
1490;Page 6;Сейчас полдень, а они опять пришли. Я притворился, что сплю, а они, похоже, не заметили.;
1491;Page 7;Они разговаривают тихо, чтобы их не было слышно за пределами моей комнаты. Я не понимаю смысла того, что они обсуждали. Они никогда не разговаривают в этой комнате, подумал я.;
1492;Page 8;Лиза удивленно поднимает голову, и я задаю ей вопрос. — Они… ты имеешь в виду тех, о которых там написано? — Откуда ты это взял?;
1493;Page 9;«В комнате Алессы». «Значит, она вела дневник. Она даже писала обо мне...» Лиза слегка улыбнулась.;
1494;Page 10;«В любом случае… Это те люди, о которых там писала Алесса? Лиза? Пожалуйста, расскажи мне, что ты знаешь».;
1495;Go to 16-18; Глава 16 «Больничный подвал» Просветление Лизы;
1496;Page 1 (Red Mark of Samael);Прежде чем я заканчиваю говорить, Лиза качает головой из стороны в сторону. «Все в порядке. Этот человек использовал меня. Я знаю это. Может быть, вы с ним в сговоре, а может, вас тоже использовали.;
1497;Page 2;Теперь, когда я знаю, что отомщу. Я продолжал верить, что она на самом деле Алесса... Я никогда не думал, что даже это было ложью».;
1498;Page 3;"""Усердор не... Я не знаю, о чем ты говоришь..."" Глава 16 ""Больница"" Лиза дрожит от изумления.";
1499;Page 4;И тут лицо Лизы исказилось от изумления. — Нет... не подходи...! Я только сделала то, что мне сказали!;
1500;Page 5;Взгляд Лизы был устремлен на кого-то позади меня. «Лиза…?» «Зачем ты пришла за мной?;
1501;Page 6;Я робко обернулся.... И в этот момент...;
1502;Page 7 (Black);"Мой фонарик погас, и местность погрузилась в абсолютную тьму. Глава 16 ""Больница"" Что-то здесь";
1503;Page 8;"""КЙААА!"" Крик эхом отразился от бетонных стен... Безошибочно, это была Лиза.";
1504;Page 9;Что-то здесь. Я не слышала Лизу с тех пор, как она закричала, но слышу низкий вой и неприятный звук, похожий на то, как что-то хрустит. Он исходит откуда-то очень близко ко мне.;
1505;Go to 16-19;" Глава 16 ""Подвал больницы"" Тайна во мраке 16-19 Лиза опирается на стену";
1506;Page 1 (Black);I...A ) двигаться в направлении, откуда исходит звук.;
1507;Go to 16-20;Б) немедленно уйти.;
1508;Go to 16-21;" Глава 16 ""Подвал больницы"" 16-20 Что это за звук? (Лиза опирается на стену) Глава 16 ""Больничный подвал"" Что за звук?";
1509;Page 1 (Black);«Лиза...» Ответа нет. Время от времени мне на руку плещется неприятно теплая жидкость. Она липкая, пахнет кровью и крайне неприятна.;
1510;Page 2;Я делаю несколько шагов назад. И затем решаю попытаться уйти. Сделав несколько шагов, я понятия не имею, откуда я пришел.;
1511;Page 3;Тем не менее, я продолжал бежать.;
1512;Page 4;Я пытаюсь бездумно возиться с выключателем фонарика. Он только щелкает, и нет никаких признаков того, что он включится. Все, что я могу сделать, это бежать вслепую.;
1513;Page 5;Те непонятные вещи, о которых Лиза продолжала болтать. Отношение Лизы внезапно изменилось в тот момент, когда я назвал имя Алессы. В сговоре? Один из них? Я не понимаю. Это я тоже кем-то управляюсь?;
1514;Page 6;Что это было позади меня... Что это за существование так пугало Лизу...?;
1515;Page 7;А где Шерил?;
1516;Page 8;Я больше ничего не знаю. Если то, что сказала Лиза, правда, то Кауфманн может быть где-то здесь, в этом подвале.;
1517;Page 9;Говорят, что он покончил с собой. Однако я только что видел его в баре, и мы разговаривали. В тот момент, когда я нашел маленькую бутылку в бензобаке мотоцикла, он бросил на меня яростный взгляд и заорал на меня.;
1518;Page 10;Нет сомнений, он жив. И он должен что-то знать. Ключевой ключ к тому, что не так с этим городом и существованием Алессы...;
1519;Go to 16-22;Глава 16 «Подвал больницы» Лучше всего уйти;
1520;Page 1 (Black);Я побежал на полной скорости.;
1521;Page 2;Из-за моей спины раздался еще один крик, и он, казалось, прорезал воздух. На Лизу что-то напало? Или она трансформировалась?;
1522;Page 3;Во всяком случае, я не мог помочь Лизе.;
1523;Page 4;Я больше ничего не знаю. Если то, что сказала Лиза, правда, то Кауфманн может быть где-то здесь, в этом подвале.;
1524;Page 5;Говорят, что он покончил с собой. Однако я только что видел его в баре, и мы разговаривали. В тот момент, когда я нашел маленькую бутылку в бензобаке мотоцикла, он бросил на меня яростный взгляд и заорал на меня.;
1525;Page 6;Нет сомнений, он жив. И он должен что-то знать. Ключевой ключ к тому, что не так с этим городом и существованием Алессы...;
1526;Go to 16-22;Глава 16 «Подвал больницы»Герба отмечена на двери;
1527;Page 1 (Black);"Удар! Я врезался прямо в стену передо мной, отскочил от нее и упал навзничь. ""Ой...""";
1528;Page 2;И тут случайно из фонарика начинает литься свет. Я потер область поясницы, встал, а затем посветил на стену, которая преграждала мне путь.;
1529;Page 3 (Red Mark of Samael);"Знак Самаэля.Она была нарисована очень большой на двери.Имеет силу препятствовать вторжению еретиков.Я освещаю местность, но обстоятельства необъяснимы.Глава 16 ""Больница"" ""Тесный куб"" Глава 16 «Больница» Тесный куб";
1530;Page 4 (Black);Я оказался в ловушке внутри тесного куба, около 2 метров в поперечнике.;
1531;Page 5;Путь, по которому я бежал сюда, внезапно исчез. Чтобы сбежать, я могу только открыть эту тяжелую дверь.;
1532;Page 6;Я больше не удивлялся. Вернее, мой разум был парализован, и я больше не мог удивляться. Возможно, лучше так говорить. Что должно быть, а что не должно быть, стало наоборот.;
1533;Go to 16-23;"Глава 16 ""Больничный подвал""Внутри тесного куба";
1534;Page 1 (Black);Я...А) открой передо мной дверь.;
1535;Go to 16-24 (Ending C-1);Б) пусть мое тело плыть по течению.;
1536;Go to 16-25 (Ending C-2);Глава 16 «Подвал больницы»Гарри открывает дверь;
1537;Page 1 (Black);Я кладу руку на дверь. Она открывается гораздо легче, чем я думал. Вход в самую глубокую область. Изнутри вырывается ослепительный свет, и я закрываю лицо руками и прищуриваюсь. (Фары движутся к экрану);
1538;Page 2;Но было уже слишком поздно. Мое тело подпрыгнуло, как мяч, и врезалось в скалу в нескольких метрах позади меня.;
1539;Page 3;"Автомобиль, который сбил меня, врезался в ограждение и упал со скалы. Увидев, что мой разум полностью отключился, и все элементы, которые сформировали меня, вернулись в небытие. Конец C-1 Теперь вы получите следующие цифровые коллекционные карточки. :7. Лиза8. Mumbler第十六章　「病院地下」 　 　　 16-25流れに身を任せ (Лиза опирается на стену) Глава 16 ""Подвал больницы"" Пусть мое тело плывет по течению";
1540;Page 1 (Black);Я отказался от сопротивления и закрыл глаза. Поскольку я чувствовал, что все мои действия до этого момента контролировались кем-то другим, я просто ждал, когда этот кто-то скажет мне, что будет дальше.;
1541;Page 2;Мои пять чувств обострились... Шум, которого я до сих пор не слышал... Свет, которого я до сих пор не ощущал... Что-то вокруг меня и, кажется, наполняет меня своей невероятной силой.;
1542;Page 3;Через мои веки проходит уже красный свет, его нельзя назвать мощной, сильной волной красного. Он обволакивает меня. Температура моего тела повышается.;
1543;Page 4;Оно пришло... Я должен признать существование этой великой силы. Однако это не значит, что я забыл Шерил.;
1544;Page 5;Это не значит, что я забыл. Я боялся этого где-то в глубине души.;
1545;Page 6;С закрытыми глазами я крепко обняла источник слабого света.;
1546;Page 7;Крепко держась, мое тело было окутано пламенем. Когда священное пламя сожгло мое тело и достигло моего мозга, я никогда не отпускал это существование. Конец C-2Теперь вы получите следующие цифровые коллекционные карточки: 17. Химикаты 21. Кафе Глава 17 «Нигде» Направляемся к последней двери;
1547;Page 1 (Unknown corridor);Карманное радио продолжает шуметь. Бушующая неведомая вещь вокруг меня сотрясает мои барабанные перепонки. Эти монстры, которые всегда приближаются вскоре после того, как я включаю фонарик... Это все, что я мог сделать, чтобы запугать их пистолетом, убегая. .;
1548;Page 2;Немного побегав, я понимаю, что больше не нахожусь в первоначальной больнице. У меня нет возможности узнать, где она.;
1549;Page 3;Преодолевая пробел в своем обморочном сознании, я перемещаюсь с места на место, меня кто-то двигает... Может быть, это лучший способ думать об этом.;
1550;Page 4;Или, может быть, я просто мучительно блуждаю в своем собственном кошмаре? Я вообще не могу сказать. Я могу только доверять своим чувствам и полагаться на собственное суждение.;
1551;Page 5;И тогда я поднимаю голову. Прямой коридор тянется вперед от того места, где я стою. Когда я медленно иду вперед, мне кажется, что одна дверь зовет меня, и поэтому я приближаюсь к ней. Глава 17 «Неизвестный» «Комната вниз по крутой лестнице» Глава 17 «Нигде» Быстро спускающаяся комната;
1552;Page 6 (Black);"Бум! Внезапно стена комнаты с грохотом трещит. А затем пол, на котором я стою, начинает быстро опускаться вместе с остальной частью комнаты. . А потом я потерял сознание...第十七章　「不明」「誰かの話し声が…」Глава 17 ""Нигде""Кто-то говорит...";
1553;Page 7;.........;
1554;Page 8;Это больно...;
1555;Page 9;У меня болит все тело. Когда я прихожу в себя, я обнаруживаю, что лежу на полу в классе начальной школы. Мое тело распластано на полу, как японский иероглиф 大. Я слышу, как кто-то говорит. Я не очень хорошо разбираю, что они говорят.;
1556;Page 10;Лежа на спине, я могу видеть, кто разговаривает, просто оглядываясь по сторонам. Я не верю своим глазам. Вон там я вижу Далию и Алессу. Они выглядят как призраки, и я могу видеть сквозь их тела.;
1557;Page 11 (Dahlia and Alessa in school);(Нет! Нет! Я не хочу!) (Теперь делай то, что говорит тебе мама.) (Я просто хочу, чтобы ты одолжил мне немного своей силы. Вот и все.);
1558;Page 12;(Нет! Я не хочу этого делать!) (Это сделает всех счастливыми... и для вашего же блага тоже.);
1559;Page 13;(Ой, мамочка. Я просто хочу быть с тобой. Нас только двое. Пожалуйста, пойми.);
1560;Page 14;(О, да, я вижу... Может быть, мама ошиблась.) (Мама...) (Почему я не видела этого раньше?) (Нет причин ждать...);
1561;Page 15;(Здесь находится материнское чрево, содержащее силу для создания жизни. (Я мог бы сделать все это сам.) (Мама?) Глава 17 «Неизвестный» «Класс» Глава 17 «Нигде» Класс;
1562;Page 16 (Black);Наконец, они внезапно исчезают. Класс снова становится неподвижным, как будто ничего не произошло. Я встал на колени, встал и огляделся. Стулья и парты были расставлены по порядку.;
1563;Page 17;Используя их как опору, я неуверенно иду к выходу. В тот момент, когда я кладу руку на деревянную раздвижную дверь, она открывается с огромной силой, как будто у нее есть собственный разум. Затем большой поток воздуха, идущий из-за него, толкает меня в темное пространство.;
1564;Page 18 (Nightmare hospital room);Меня заставили спуститься. Я обнаружил, что меня снова бросили в палату больницы. Мое тело терлось об отвратительно грязный пол. Я поднялся и подавил позывы к рвоте, несколько раз отряхнув рубашку.;
1565;Page 19;Здесь установлен видеомагнитофон, и, похоже, им можно пользоваться. Я вставляю в него кассету, которую когда-то подобрал, и робко нажимаю кнопку воспроизведения.;
1566;Page 20 (Lisa's video, animated);После мгновения статики появляется картинка. На экране появляется Лиза. Она сидит одна, опершись локтями на стол и опустив голову. Я прибавляю громкость на мониторе и внимательно слушаю.;
1567;Page 21;(Что это? Тем не менее у него необычно высокая температура... Глаза не открываются... Пульс есть... Но еле дышишь);
1568;Page 22;Ее кожа вся обуглена! Даже когда я меняю повязки, кровь и гной просто начинают сочиться! Почему... Что поддерживает жизнь этого ребенка?;
1569;Page 23;Я... больше не могу... я никому не скажу... обещаю. Пожалуйста...);
1570;Page 24 (Black);Затем экран становится черным. Лента выбрасывается, как будто это что-то грязное. Он упал на пол и с грохотом разбился.;
1571;Page 25;Несомненно, кто-то разъедает мое сознание. Магнитная лента вытягивается из упавшей видеокассеты и обвивается вокруг моих ног. Я пытаюсь вырваться, но щупальца ленты обвивают мою шею и начинают стягиваться.;
1572;Page 26;Обеими руками я изо всех сил пытаюсь разорвать ленту, обмотавшую мою шею, но я наполовину теряю сознание, и поэтому у моих рук нет на это сил. В свете, который достигает моих зрачков, я едва могу обнаружить то, что кажется человеческими фигурами.;
1573;Page 27 (Cult members around Alessa's bed);Они стоят вокруг кровати, Далия слева, Кауфманн справа, а чуть поодаль от него какие-то люди в белых халатах, похожие на врачей. У каждого из них обеспокоенные лица, и они всматриваются в лицо человека, лежащего на кровати.;
1574;Page 28;(Все идет по плану. Укрылся в утробе.) (Георгин) (Но это еще не сделано. Половина души потеряна. Вот почему семя дремлет.) (Мужчина 1) (И какая душа остается захваченной в эта шелуха, похоронена глубоко в подсознании) (Мужчина 2);
1575;Page 29;(Вы хотите сказать, что это не сработает!? Это не было нашим соглашением!) (Кауфманн);
1576;Page 30;(Нет, нет. Это всего лишь тактика затягивания.) Если мы протянем руку помощи, мы сможем получить власть. Не бойтесь. Обещание не будет нарушено.) (Далия);
1577;Page 31;(Но сила, которую мы можем получить сейчас, будет очень слабой, почти никакой. Если мы не получим вторую половину души...) (Мужчина 1);
1578;Page 32;(Мы используем волшебное заклинание. Чувствуя боль этого ребенка, она обязательно придет.) (Далия);
1579;Page 33;"(Но это займет время...) (Человек 2) Глава 17 ""Неизвестный"" ""Исчезающая иллюзия"" Глава 17 ""Нигде"" Исчезающие иллюзии";
1580;Page 34 (Black);И тогда иллюзии рассеиваются. Я внимательно осматриваю комнату изнутри. Эта комната... Кажется, я был здесь раньше.;
1581;Page 35 (Alessa's hospital room);Лента, которая должна была быть туго обмотана вокруг моего горла, исчезла, и я понимаю, что мои собственные руки обмотаны вокруг моего горла. Что-то лежит на столе, поставленном в центре комнаты. раз я был здесь».;
1582;Page 36;Когда я был здесь раньше, я был уверен, что, в отличие от других комнат, я чувствовал тепло и присутствие человека в этой комнате. Когда я посмотрел на картину на столе, мое убеждение изменилось.;
1583;Page 37 (Picture of Alessa);Алесса. Я пытаюсь окликнуть ее. Она зачинщик, создавший этот потусторонний мир. Однако никому трудно будет простить эксперимент, проведенный над ее телом под предлогом магического заклинания.;
1584;Page 38 (Alessa's hospital room);"Здесь она жила. Ее ненависть распространяется по спирали в этом проклятом крыле больницы. Однако нет никакого способа доказать ее реальность. Все, что у меня есть, это смутное ощущение этого.子供部屋」Глава 17 ""Нигде""Детская комната";
1585;Page 39;Отражаясь в моих пустых глазах, комната, в которой я стою, начинает менять форму. Кровать и рамка для картины исчезли, и комната превратилась в совершенно другую.;
1586;Page 40 (Alessa's childhood room);Это детская комната. Повсюду разбросаны мягкие игрушки и принадлежности для творчества. Я кое-что заметил.;
1587;Page 41;Вероятно, их собирала Алесса. На выставке представлены экземпляры бабочек самых разных цветов.;
1588;Page 42;«...А...?»Кажется, я только что увидел что-то вспыхнувшее.(Игра бабочки);
1589;Page 43 (Final door);...Я нашел ключ... Этот ключ зовет меня... Если бы я не был очень осторожен, я бы не нашел его, так как он был спрятан за одной из бабочек.;
1590;Page 44;Передо мной дверь. Когда я подхожу к ней, кажется, что она приближается ко мне. Когда я протягиваю руку к ручке, дверь издает легкий стук и начинает открываться, словно приглашая меня в самое сердце чего-то. зло.;
1591;Go to 18-2 if you passed through 15-3 to get here (Ending B);"Глава 18 ""Спуск"" На свободу (Алесса в красной одежде в последней зоне)";
1592;Page 1 (Black);Наконец-то я добрался до самого глубокого уровня потустороннего мира. Внутри дверь широкая, а пол представляет собой металлическую решетку. Он наполнен злой атмосферой. Кроме того, он сопровождается сильной силой, которую я раньше не чувствовал.;
1593;Page 2;Потолок слишком высок, чтобы я мог видеть. Это гигантское пространство, настолько большое, что я не могу сказать, нахожусь ли я снаружи или нет.;
1594;Page 3;Я осторожно иду в большое пространство, шаг за шагом. Все ответы, которые я ищу, вероятно, находятся в этой комнате.;
1595;Page 4;Сибил прибыла сюда раньше меня, и ее пистолет был наготове. В том направлении, куда направлен ее пистолет, идут два человека.;
1596;Page 5 (Dahlia, Alessa, and Cheryl in final area);Далия и Алесса. Это определенно те двое.;
1597;Page 6;«Я был потрясен, когда понял, что талисман Метратона был использован. Несмотря на то, что заблудшая душа наконец вернулась. Еще немного, и все было бы напрасно.;
1598;Page 7;"Это все из-за этого человека. Мы должны быть ему благодарны. Несмотря на то, что Алессу остановили, его маленькая девочка должна уйти. Какая жалость...""";
1599;Page 8;«Стой!» — громко закричала Сибил и дрожащим пальцем нажала на курок. Раздается взрыв, и пуля летит в двух женщин.;
1600;Page 9;Однако пуля врезается в невидимый барьер как раз перед тем, как попасть в Далию, и тот разлетается на куски. Далия улыбается, как будто говорит «но, конечно».;
1601;Page 10;«Что, черт возьми...!» Далия становится серьезной, и в то же время мне кажется, что я вижу что-то вспыхнувшее перед Сибил. В следующее мгновение тело Сибил летит по дуге в воздухе и приземляется рядом со мной.;
1602;Page 11;Далия до сих пор меня не заметила. Я смело иду к Далии и кричу на нее.;
1603;Page 12;«Прекрати! Далия!» Далия не выказывает угрызений совести или удивления и поворачивается ко мне со спокойным выражением лица.;
1604;Page 13;"""Ну, ну, ну. Подумать только, что ты зашел так далеко."" ""Где Шерил!? Что ты с ней сделал!?""";
1605;Page 14;«О чем ты говоришь? Ты видел ее много раз? Восстановила ее прежнюю сущность». «Я не в настроении для шуток». Я не понял, что она сказала.;
1606;Page 15;«Разве ты не видишь? Она прямо там». Прямо там? Только Алесса, облаченная в свою голубую одежду, находится там, куда указывает Далия.;
1607;Page 16;«Это абсурд». «Ты единственный, кто так думает». «Почему? Почему ты это делаешь?»;
1608;Page 17;«Прошло долгих семь лет… Семь лет, прошедших с того ужасного дня, Алесса оставалась в живых, и ее ждала участь хуже смерти.;
1609;Page 18;Алесса попала в ловушку бесконечного кошмара, от которого она никогда не пробудится. Он был взращен этим кошмаром. Ждет своего дня рождения. Этот день наконец настал. Время близко.;
1610;Page 19;Все будут освобождены от боли и страданий. Наше спасение близко. Это день расплаты. Когда все наши печали будут смыты. Когда мы вернемся в истинный рай! Моя дочь будет Матерью Божией!»;
1611;Page 20 (Dahlia, Mother Alessa, and Harry in final area);Примерно в то же время, когда я начал говорить, другой голос заглушил мой. «Хватит дурачиться! Верни все, как было раньше!» «Кауфманн!»;
1612;Page 21 (Kaufman in final area);Доктор Михаэль Кауфманн стоял, запыхавшись, как будто только что прибыл вовремя.;
1613;Page 22;«Разве я просил об этом! Меня никто не использует! Тебе это не сойдет с рук!»;
1614;Page 23;«Твоя роль окончена. Ты нам больше не нужен. Как ты думаешь, чего ты сможешь добиться, придя сюда?»;
1615;Page 24;На лице Кауфманна появляется улыбка, и он лезет в карман. «Боже, разве мы не становимся дерзкими? Держу пари, что ты этого не видишь и сохраняй хладнокровие».;
1616;Page 25 (Red bottle in black bag);Предмет, который Кауфманн вытащил из кармана... Это определенно маленькая бутылка, которую я нашел в бензобаке мотоцикла, который был где-то в том гараже.;
1617;Page 26;"«Аглаофотис! Я думал, что избавился от этого!» «Все, что мне нужно было сделать, это посадить его где-нибудь, чтобы вы его нашли. из!""";
1618;Page 27 (Black);«Прекрати!!» Кауфманн бросает маленькую бутылку в Алессу. Мы все четверо наблюдаем, как бутылка летит по красивой параболе, наши глаза устремлены на священную жидкость внутри.;
1619;Page 28;Возникает напряжение. Хотя обычно она спокойна и собрана, этого препарата достаточно, чтобы напугать Далию. Эта маленькая бутылочка попала в часть тела Алессы, разбилась на куски и неприятно пропитала красную жидкость, которая была внутри.;
1620;Page 29 (Alessa with red stained clothes in final area);Далия выглядит совершенно истощенной, наблюдая за всем этим. Однако ни я, ни кто-либо другой не мог предсказать ситуацию, которая возникла в результате этого события. (Рождение инкуба);
1621;Page 30 (Black);Спина Алессы разрывается, и гигантское существо, подобного которому я никогда раньше не видел, разрывает ткань цельного платья, которое носит Алесса. Это похоже на насекомое, вырывающееся из своего кокона, когда оно рождается.;
1622;Page 31 (Close up of Incubus);У него большие крылья и голова, как у быка, и с набухшими зелеными мышцами он поднялся и вышел из тела своей матери, Алессы. А затем он издал невероятно жестокий злобный вопль и посмотрел на нас сверху вниз.;
1623;Page 32;«А? Что за!?» — кричу я, ни к кому конкретно не обращаясь. «Что за черт?;
1624;Page 33;«Оно пробуждается! Оно не спит! Теперь никто не может вмешиваться!» Далия в припадке безумия испытала чувство, которое нельзя было назвать ни приятным, ни гневным.;
1625;Page 34;"""Шерил!!""";
1626;Page 35;Я еще раз зову свою дочь по имени. «Сдавайся! Этого человека больше не существует. Это Бог! Спустился к нам, чтобы протянуть руку и спасти нас!»;
1627;Page 36 (Black) (Cheryl appears);Я приближаюсь к Алессе, отброшенному телу матери. И там я вижу Шерил, которая, как всегда, вот-вот исчезнет.;
1628;Page 37 (Black) (Cheryl walks away);«Спасибо, папа. До свидания». Я уверен, что она сказала мне именно это. «Шерил? Не может быть? Ты не можешь уйти вот так…»;
1629;Page 38;Шерил уже начинает убегать от меня.;
1630;Page 39;«Этого не может быть? Шерил! Шерил!?» — кричу я. Фигура моей дочери, которую я искал, постепенно растворяется во тьме, точно так же, как фигура, которую я увидел, когда впервые прибыл в Сайлент Хилл.;
1631;Page 40;"""Шерил!! Подожди......""";
1632;Page 41 (Incubus, animated);Затем электричество хлынуло из всего тела существа, рожденного от Алессы. Он разделился на несколько молний, ​​которые ударили над моей головой.;
1633;Page 42;Я бегаю, пытаясь убежать. Однако эта полоса электричества следует за мной и постоянно появляется передо мной.;
